customer_id,name,email,signup_date,country,is_premium
a8ce7d8d-05af-41a3-9828-3d8e68745b56,Jane Smith,jane.smith@outlook.com,2024-06-30T23:28:46.417454,Australia,False
d7d19f11-82da-4683-800f-9c0eeddebb8d,Jane Johnson,jane.johnson@hotmail.com,2025-09-09T23:28:46.417519,USA,True
7eddce40-a3d1-48dd-9b64-5f22f6b81a9f,Sarah Brown,sarah.brown@gmail.com,2024-10-02T23:28:46.417544,Japan,False
151d17d6-d055-4dcd-aa50-a85f635166dd,Emma Jones,emma.jones@gmail.com,2024-12-22T23:28:46.417559,Japan,False
8fe62118-1cc0-4a7c-94f5-cfd80870fd6d,David Williams,david.williams@yahoo.com,2023-12-25T23:28:46.417572,UK,True
b0259969-01af-4eb1-8c2d-508b126dbd18,James Johnson,james.johnson@outlook.com,2023-12-10T23:28:46.417585,Germany,True
80d4b519-e168-4fc0-b2dc-2388ed549b11,Emma Johnson,emma.johnson@hotmail.com,2025-06-05T23:28:46.417597,Germany,False
7ca8baac-ecd6-4ebc-9531-c6bab061fbea,Sarah Johnson,sarah.johnson@gmail.com,2024-08-04T23:28:46.417610,Germany,True
724e08a7-313d-47a4-8c06-059071b5db49,Sarah Johnson,sarah.johnson@hotmail.com,2024-04-23T23:28:46.417624,India,False
9124e8e8-27ad-4c90-88a0-05bf16097761,Michael Garcia,michael.garcia@outlook.com,2024-09-10T23:28:46.417638,Germany,True
4d9e95de-77bc-44ec-841f-4d2f129651fb,Michael Brown,michael.brown@yahoo.com,2023-04-12T23:28:46.417652,Japan,False
e0b45fc6-917c-4bcb-938c-48a687b7ecbc,Sarah Garcia,sarah.garcia@gmail.com,2024-08-01T23:28:46.417666,USA,False
886d8b74-8af0-4d25-aa16-6a667105fb62,James Jones,james.jones@gmail.com,2024-09-07T23:28:46.417713,France,False
bffd8870-1668-48d3-9352-ff0403686dc5,Emma Miller,emma.miller@hotmail.com,2025-01-25T23:28:46.417731,Germany,False
6cb731c0-156f-43a1-acc8-0c236d545e22,Sarah Jones,sarah.jones@hotmail.com,2023-08-19T23:28:46.417745,France,False
edc75093-3eb1-4405-b635-39884982a737,Michael Davis,michael.davis@gmail.com,2025-08-09T23:28:46.417758,UK,False
3fc740ad-f65d-415d-9504-9643fdfaa10f,Michael Miller,michael.miller@gmail.com,2023-09-17T23:28:46.417772,Japan,False
c82c637f-99c6-47d2-a8f7-308e504a17e0,David Smith,david.smith@gmail.com,2024-05-16T23:28:46.417786,France,True
39abc2b0-5fce-4a3e-9dfd-ec624d243b49,David Miller,david.miller@yahoo.com,2023-04-29T23:28:46.417800,USA,False
a8a33fdb-bb84-4e46-9f61-b437b5af7d73,Michael Johnson,michael.johnson@outlook.com,2023-01-09T23:28:46.417816,Australia,False
aae5111c-d590-44b5-85f0-086a1f2a6760,Emily Williams,emily.williams@gmail.com,2024-01-20T23:28:46.417830,India,True
1669799b-7906-4214-bf39-407676f808af,Jane Garcia,jane.garcia@outlook.com,2024-07-11T23:28:46.417844,USA,False
de53aefd-d30b-4c67-ad86-e98a67653d7e,Jane Johnson,jane.johnson@hotmail.com,2025-06-25T23:28:46.417858,Canada,False
4ad320b8-15d4-4461-8304-593ad503790a,Emma Williams,emma.williams@outlook.com,2022-11-29T23:28:46.417873,Japan,False
a3260f52-62eb-45cc-86ac-d1cea5e08a0b,Sarah Jones,sarah.jones@hotmail.com,2023-10-11T23:28:46.417888,India,False
5c38e2b1-665a-4124-bbe6-51ede408e536,Jane Brown,jane.brown@yahoo.com,2025-07-05T23:28:46.417902,France,True
bab68118-702d-4559-9e7e-35f6a3e28f01,Sarah Brown,sarah.brown@gmail.com,2025-06-21T23:28:46.417916,USA,False
fa4ef249-183e-4e53-a946-14d1d3f9f6f2,Jane Smith,jane.smith@outlook.com,2025-06-21T23:28:46.417929,Australia,False
76176723-d9b4-466a-b06f-453e68bda572,Emma Brown,emma.brown@yahoo.com,2023-03-21T23:28:46.417943,Australia,False
c2e914bc-1080-4603-8c60-a8606b06563e,James Brown,james.brown@gmail.com,2025-04-29T23:28:46.417957,Japan,False
b8cc847c-19af-4cd3-b351-04e958ebb5f7,James Miller,james.miller@hotmail.com,2025-07-26T23:28:46.417970,UK,True
3b751624-60ab-4a42-b8ea-7af4876c6e2c,James Garcia,james.garcia@gmail.com,2024-06-22T23:28:46.417984,Australia,False
0066a49b-c8f1-472f-98de-74abb463f2ab,Emma Williams,emma.williams@hotmail.com,2024-11-03T23:28:46.417999,Germany,False
b227bce0-b06b-4d93-a914-94c0d0e49b7f,Sarah Johnson,sarah.johnson@hotmail.com,2025-04-27T23:28:46.418020,USA,True
0ca29073-8800-42d5-ba7a-5e69df834b2c,Jane Brown,jane.brown@yahoo.com,2023-08-04T23:28:46.418034,India,False
ce22ca14-947f-4853-88be-0bf2b11bd310,Sarah Miller,sarah.miller@gmail.com,2024-12-11T23:28:46.418048,Japan,True
2a9499b6-12b0-4b8e-b46a-b9094083ed37,James Jones,james.jones@hotmail.com,2024-04-08T23:28:46.418062,Japan,False
160539c8-302c-486a-b1f4-9846bafa7e57,Michael Brown,michael.brown@outlook.com,2024-08-25T23:28:46.418076,USA,True
6b15d685-c311-4381-9197-915c53bee9e8,Emily Smith,emily.smith@gmail.com,2023-03-13T23:28:46.418090,Canada,True
34366a01-c94e-4e58-a3ab-34ee7a0bab5e,Jane Williams,jane.williams@gmail.com,2025-06-27T23:28:46.418103,Australia,False
69e9d43b-9c85-4945-96fa-898c9772a7d6,Jane Brown,jane.brown@gmail.com,2025-05-30T23:28:46.418116,Japan,False
cf47a810-96ff-4f81-a979-b0015028f681,David Brown,david.brown@outlook.com,2024-07-13T23:28:46.418130,Germany,False
35772a70-71b4-42ff-a7ed-c23ee0b83648,Michael Jones,michael.jones@hotmail.com,2024-02-05T23:28:46.418143,UK,True
8c918f39-aad5-46dd-81fe-8ef206ab4db4,Emma Johnson,emma.johnson@gmail.com,2024-09-03T23:28:46.418152,Germany,False
8fc84d76-6b50-4da6-816f-447eff36e012,Emily Johnson,emily.johnson@yahoo.com,2023-10-19T23:28:46.418159,Germany,False
2206215c-3012-472b-8bda-595caca3a5b0,Emma Jones,emma.jones@gmail.com,2024-03-10T23:28:46.418167,UK,False
83db0d3a-b40f-42ce-9eb9-ab7d716e5b65,David Johnson,david.johnson@gmail.com,2024-12-30T23:28:46.418176,Germany,False
e0b81d30-f7ee-4ff6-a15c-176fda98df40,Sarah Garcia,sarah.garcia@yahoo.com,2024-05-22T23:28:46.418184,India,False
479eaf4a-9066-4698-a3e3-38006d5e4988,John Johnson,john.johnson@hotmail.com,2024-04-26T23:28:46.418197,USA,True
ce10d58b-e1cb-44bc-877f-afbba731ec48,Emily Williams,emily.williams@outlook.com,2024-12-18T23:28:46.418210,India,False
23fcc075-38aa-4dd1-90b5-8327b713b388,John Johnson,john.johnson@gmail.com,2025-01-12T23:28:46.418219,USA,False
94bf2a43-a8c1-4df3-8a48-e3bb97fb5313,Michael Miller,michael.miller@yahoo.com,2025-08-20T23:28:46.418226,Germany,False
d956446f-75ca-4dc2-a53d-8c1a6937a42f,John Garcia,john.garcia@yahoo.com,2024-06-20T23:28:46.418235,UK,False
e7c93db8-9f50-4464-b1ea-6be0e31930a5,James Williams,james.williams@yahoo.com,2024-12-16T23:28:46.418244,Canada,False
b8d72140-d027-45c1-8320-909a4df171d9,John Williams,john.williams@outlook.com,2023-07-24T23:28:46.418251,Australia,False
60e79156-bc3e-4faa-a86b-63b5d31d7c34,Michael Johnson,michael.johnson@hotmail.com,2025-08-26T23:28:46.418259,India,False
b269f4bb-9b7a-4de9-b483-6e0dac0b41b3,Sarah Davis,sarah.davis@outlook.com,2024-02-27T23:28:46.418266,Australia,False
a99b7720-d132-4136-a556-984f0dcc74a0,John Brown,john.brown@hotmail.com,2024-01-11T23:28:46.418278,Germany,True
ec48ab59-dbc8-4c7c-8f24-17c16dde2025,David Garcia,david.garcia@hotmail.com,2024-01-05T23:28:46.418291,USA,True
c9a38f05-e17c-4b86-a7d3-2437f1fbee71,David Williams,david.williams@outlook.com,2025-08-27T23:28:46.418299,UK,False
a223a78f-39f5-448d-b172-59252eb18721,Emily Garcia,emily.garcia@hotmail.com,2023-01-01T23:28:46.418307,UK,False
b3a94c91-1315-4802-9c2f-59e19fdd9619,Sarah Jones,sarah.jones@gmail.com,2023-06-04T23:28:46.418316,USA,False
5d92377a-4e76-4299-9d62-68da2ab86e2f,Emily Miller,emily.miller@gmail.com,2024-01-07T23:28:46.418324,France,True
264575c7-d457-4b6f-80bb-d908335c4034,David Jones,david.jones@hotmail.com,2024-01-15T23:28:46.418331,Japan,False
e4cd5aa5-e44f-4e4d-8c59-9ebd849122b0,Michael Brown,michael.brown@hotmail.com,2023-09-29T23:28:46.418338,Canada,False
12a37567-106c-456b-93f0-277a94650f07,James Smith,james.smith@outlook.com,2024-04-05T23:28:46.418348,Australia,False
00bf1833-0cb2-40ff-8430-0d94c8c89dbd,Emily Davis,emily.davis@hotmail.com,2023-05-23T23:28:46.418355,Australia,False
e0a29976-d114-4347-ac3a-6481be52424c,Michael Johnson,michael.johnson@outlook.com,2022-12-24T23:28:46.418369,France,True
756f428b-2c53-42eb-8324-e885f5d26971,Sarah Jones,sarah.jones@yahoo.com,2024-10-02T23:28:46.418380,Canada,True
7e9a41e4-ee71-46e1-9669-27b3f82e1669,John Brown,john.brown@hotmail.com,2025-06-17T23:28:46.418393,India,False
8c404f79-fdf5-48c3-950c-fc7ac1f00eb8,Sarah Miller,sarah.miller@hotmail.com,2023-08-18T23:28:46.418405,Australia,False
cf2e5f3d-880e-4cde-9e7a-70c89b693c45,John Johnson,john.johnson@hotmail.com,2024-08-22T23:28:46.418413,Canada,False
f17c35cc-ebba-4760-b01e-9071ccb1ca91,John Brown,john.brown@gmail.com,2023-04-24T23:28:46.418426,Canada,False
dfd2b51f-2089-4712-8af4-90020da27fa9,Emily Davis,emily.davis@hotmail.com,2023-05-15T23:28:46.418434,Canada,False
7d7756d1-d500-459d-890b-2226f3534f5e,Emma Jones,emma.jones@yahoo.com,2024-04-25T23:28:46.418441,India,False
33958b5c-e242-4461-b3c2-56f5cead3301,David Davis,david.davis@gmail.com,2024-04-07T23:28:46.418451,Australia,False
ff0cda03-03f1-4c88-b5af-eb697cbf6e35,Emily Garcia,emily.garcia@gmail.com,2025-02-03T23:28:46.418464,Canada,False
8a0cfaf5-09d1-4f0c-b410-34cb86373a3c,James Williams,james.williams@yahoo.com,2025-07-05T23:28:46.418484,Japan,False
664b4b95-2903-4ca2-82a5-ba65cb49e8a1,Emily Davis,emily.davis@hotmail.com,2025-07-09T23:28:46.418494,Australia,False
6698201d-0cf9-4e35-a9f6-230eab92f418,James Smith,james.smith@hotmail.com,2023-03-13T23:28:46.418501,USA,False
657efd70-49f6-4b02-b8f8-2513e386ad61,David Miller,david.miller@hotmail.com,2024-08-19T23:28:46.418509,India,False
54109ec0-9b19-43f4-aefd-144834adb3b8,David Miller,david.miller@hotmail.com,2025-09-15T23:28:46.418523,Japan,False
cbfe6454-ef8a-4dc5-bcf3-228dabb9b402,James Williams,james.williams@hotmail.com,2025-02-25T23:28:46.418535,USA,False
91188a93-fc95-4dc8-b7de-7be003d921f4,John Johnson,john.johnson@hotmail.com,2025-02-09T23:28:46.418552,India,False
234ecb32-f1f7-4612-808b-2dd6db279ce5,John Jones,john.jones@hotmail.com,2024-01-13T23:28:46.418561,Australia,False
b740a0a9-2053-4f98-b7a6-d0ccd59e3a57,Emily Garcia,emily.garcia@hotmail.com,2024-04-23T23:28:46.418568,Japan,False
a9526671-cd77-484f-9367-c86ea1eb5f72,Jane Davis,jane.davis@gmail.com,2025-07-30T23:28:46.418575,France,False
e75ab236-71bd-4cab-8f9f-e735f7fdbe31,Jane Smith,jane.smith@gmail.com,2024-06-25T23:28:46.418583,Australia,True
602bd98d-588c-4547-88a4-c93e471dad7f,Michael Brown,michael.brown@yahoo.com,2023-03-20T23:28:46.418590,UK,False
e8e33fea-db03-449d-8c18-ec691d433ca2,Emma Jones,emma.jones@outlook.com,2024-12-05T23:28:46.418600,UK,False
87a2c354-8944-49b4-86b5-952099af4cad,David Johnson,david.johnson@gmail.com,2024-02-14T23:28:46.418613,Japan,False
a26f2cbb-72ac-4a34-8914-d189a324d2bb,Sarah Johnson,sarah.johnson@yahoo.com,2025-04-19T23:28:46.418624,Germany,True
3b075609-45b4-40fc-9b94-cb2363d76196,John Garcia,john.garcia@hotmail.com,2023-10-17T23:28:46.418633,UK,False
3583d919-75f2-4ab8-84bc-c217e2b4ad60,John Miller,john.miller@hotmail.com,2025-04-11T23:28:46.418647,Japan,False
e3ff22a6-a87c-4aa8-a636-cf2b68d2b10d,Emma Williams,emma.williams@hotmail.com,2024-11-18T23:28:46.418656,Germany,False
